airline_name,author,Destination Country,cabin_flown,overall_rating,seat_comfort_rating,cabin_staff_rating,food_beverages_rating,inflight_entertainment_rating,value_money_rating,Month,Year,recommended
jetstar-airways,J Watson,Australia,Economy,10,4,5,0,1,3,7,2014,Yes
kenya-airways,Kevin M Bradley,Canada,Business Class,1,1,1,0,0,0,7,2013,No
klm-royal-dutch-airlines,W Newton,United Kingdom,Economy,2,4,1,4,3,3,1,2015,No
klm-royal-dutch-airlines,Monty Aal,Netherlands,Economy,10,3,5,5,1,5,1,2015,Yes
kenya-airways,Robert Kuhner,United Kingdom,Economy,5,3,3,2,2,4,7,2013,No
kenya-airways,Anders Pedersen,Denmark,Economy,9,4,5,5,0,4,5,2013,Yes
jetstar-airways,D Ryan,Australia,Economy,9,3,4,0,0,5,7,2014,Yes
klm-royal-dutch-airlines,Ash David,United Kingdom,Business Class,10,4,5,5,3,5,1,2015,Yes
klm-royal-dutch-airlines,H Sternberg,United Kingdom,Economy,1,3,2,3,4,1,1,2015,No
kenya-airways,D Mwangi,Australia,Economy,2,1,1,4,1,1,4,2013,No
kenya-airways,M Ilangovan,Democratic Republic of the Congo,Economy,3,2,2,3,1,2,4,2013,No
kenya-airways,M Gocke,United Kingdom,Economy,10,4,5,5,4,4,4,2013,Yes
klm-royal-dutch-airlines,Mark Ellwood,United Kingdom,Business Class,10,4,5,5,3,5,1,2015,Yes
kenya-airways,J Huxley,Australia,Economy,2,2,4,1,1,3,1,2013,No
kenya-airways,V Jury,United Kingdom,Economy,7,3,4,4,4,3,1,2013,Yes
jetstar-airways,J Rose,Australia,Economy,4,2,1,1,1,2,7,2014,No
jetstar-airways,Kylie McNamara,Australia,Economy,9,3,5,4,4,4,7,2014,Yes
klm-royal-dutch-airlines,Katharina Preuss,Germany,Economy,1,4,1,3,5,2,12,2014,No
klm-royal-dutch-airlines,D Buijs,Netherlands,Economy,8,3,5,4,3,4,12,2014,Yes
kenya-airways,V Richardson,United Kingdom,Economy,8,3,4,4,3,4,1,2013,Yes
jetstar-airways,J Lim,Singapore,Economy,9,3,4,0,0,5,6,2014,Yes
klm-royal-dutch-airlines,S Nick,Belgium,Business Class,2,1,2,1,1,1,12,2014,No
kenya-airways,Susan James,United States,Business Class,10,5,4,4,0,5,1,2013,Yes
klm-royal-dutch-airlines,R Scholten,Netherlands,Premium Economy,10,5,5,5,4,5,12,2014,Yes
klm-royal-dutch-airlines,Alan Tang,Netherlands,Economy,8,3,4,4,1,3,11,2014,Yes
kenya-airways,E K Kimani,Kenya,Economy,9,5,5,4,3,5,1,2013,Yes
kenya-airways,M West,United Kingdom,Economy,2,1,2,2,1,2,11,2012,No
jetstar-airways,Bassett Kevin,Australia,Business Class,7,4,5,4,1,4,6,2014,Yes
klm-royal-dutch-airlines,H James,United Kingdom,Economy,7,4,4,4,2,4,11,2014,Yes
klm-royal-dutch-airlines,Dijkstra Edwin,Netherlands,Economy,8,4,5,3,1,5,11,2014,Yes
kenya-airways,O Otieno,France,Economy,2,1,1,1,1,1,11,2012,No
jetstar-airways,K Piddick,Australia,Economy,8,5,4,0,0,5,6,2014,Yes
jetstar-airways,D Jackson,New Zealand,Economy,1,2,1,1,1,2,6,2014,No
klm-royal-dutch-airlines,M Leong,United States,Economy,3,1,4,2,1,3,11,2014,No
kenya-airways,K Billingsley,United Kingdom,Business Class,3,2,2,4,3,2,10,2012,No
jetstar-airways,M Gruschel,Australia,Economy,2,1,3,1,3,3,5,2014,No
klm-royal-dutch-airlines,T Smith,Canada,Business Class,9,4,5,4,4,4,11,2014,Yes
klm-royal-dutch-airlines,M Zaki,Malaysia,Economy,7,3,4,4,3,4,11,2014,Yes
klm-royal-dutch-airlines,D Mohapatra,United States,Economy,9,5,5,4,4,5,11,2014,Yes
kenya-airways,N Parsons,Nigeria,Business Class,2,3,1,1,3,1,10,2012,No
kenya-airways,N Parsons,United Kingdom,Business Class,1,1,1,3,2,1,10,2012,No
kenya-airways,M Shah,Kenya,Economy,7,4,5,3,0,3,9,2012,Yes
kenya-airways,J Lucas,France,Economy,1,2,3,2,1,1,9,2012,No
kenya-airways,J Muddeman,United Kingdom,Economy,7,4,3,4,2,3,9,2012,Yes
jetstar-airways,E Ellison,United Kingdom,Economy,3,2,2,2,2,3,5,2014,No
klm-royal-dutch-airlines,Derrick Adam,Netherlands,Economy,6,1,5,4,4,2,10,2014,Yes
klm-royal-dutch-airlines,Mandap Mary Ann,United Kingdom,Economy,3,3,2,2,2,2,10,2014,No
kenya-airways,Carlyn Meyer,United States,Economy,3,3,4,3,0,3,9,2012,No
jetstar-airways,D Allison,Australia,Economy,8,3,4,3,0,5,5,2014,Yes
klm-royal-dutch-airlines,Etoile Brilliant,Sweden,Economy,8,4,5,4,0,5,10,2014,Yes
kenya-airways,Z Mulert,Switzerland,Economy,3,3,4,3,1,4,8,2012,No
jetstar-airways,S Rose,Australia,Economy,1,1,1,1,1,1,5,2014,No
jetstar-airways,R Ghosh,Australia,Economy,1,1,1,1,1,1,5,2014,No
klm-royal-dutch-airlines,Mary Ann Mandap,United Kingdom,Economy,4,3,3,3,2,2,10,2014,No
kenya-airways,C Sayn,Kenya,Business Class,1,1,2,3,1,1,8,2012,No
kenya-airways,C Li,Hong Kong,Economy,8,4,4,4,2,5,8,2012,Yes
kenya-airways,A Menon,Zambia,Economy,1,2,2,1,0,2,8,2012,No
jetstar-airways,Alan Coles,New Zealand,Economy,10,4,0,0,0,5,5,2014,Yes
klm-royal-dutch-airlines,Maripolsky Louis,Thailand,Economy,9,4,5,5,4,5,10,2014,Yes
klm-royal-dutch-airlines,S Santoso,Switzerland,Economy,6,2,3,5,4,4,10,2014,No
klm-royal-dutch-airlines,Anton Verberne,Netherlands,Premium Economy,8,3,5,1,2,4,10,2014,Yes
kenya-airways,Pat Cotterill,Australia,Economy,2,3,1,3,0,0,7,2012,No
jetstar-airways,Farouk Mogheth,Thailand,Economy,9,4,5,4,0,4,5,2014,Yes
jetstar-airways,Patrick McLellan,Australia,Economy,1,3,3,1,1,3,5,2014,No
kenya-airways,Frank Edwards,United Arab Emirates,Economy,1,1,1,1,1,1,7,2012,No
kenya-airways,Z Gathiti,Kenya,Economy,1,4,4,4,4,2,7,2012,No
jetstar-airways,Ord Michael,Australia,Economy,1,2,1,1,1,1,5,2014,No
kenya-airways,W Kir,Kenya,Economy,3,3,3,4,3,2,6,2012,No
jetstar-airways,C Ter,Australia,Economy,8,4,5,4,3,4,5,2014,Yes
klm-royal-dutch-airlines,R Simon,Austria,Business Class,6,2,5,4,3,3,10,2014,Yes
klm-royal-dutch-airlines,M Seymour,United Kingdom,Economy,7,3,5,3,4,4,10,2014,Yes
klm-royal-dutch-airlines,S Brummel,Netherlands,Premium Economy,10,5,5,5,4,4,10,2014,Yes
kenya-airways,Neil Walker,United Kingdom,Economy,4,3,1,4,4,3,5,2012,Yes
klm-royal-dutch-airlines,Sasha Guignard,Ukraine,Business Class,7,3,4,4,3,3,10,2014,Yes
klm-royal-dutch-airlines,D Choy,United Kingdom,Business Class,3,5,4,1,1,2,10,2014,No
kenya-airways,S Said,United Arab Emirates,Business Class,2,3,0,4,1,3,4,2012,No
kenya-airways,M Gopinath,South Africa,Economy,1,1,1,3,1,1,4,2012,No
jetstar-airways,S Woon,China,Economy,2,3,3,0,0,1,4,2014,No
jetstar-airways,F Bugg,Australia,Business Class,6,2,5,3,3,4,4,2014,Yes
kenya-airways,M Gopinath,South Africa,Economy,1,1,2,0,0,1,4,2012,No
kenya-airways,Frank Shava,United Kingdom,Economy,1,3,2,3,2,2,4,2012,No
jetstar-airways,M Richard,New Zealand,Economy,10,3,5,5,1,4,4,2014,Yes
klm-royal-dutch-airlines,Alex Page,United Kingdom,Economy,8,4,5,4,4,5,10,2014,Yes
klm-royal-dutch-airlines,R Scholten,Netherlands,Economy,10,5,5,5,4,5,10,2014,Yes
kenya-airways,D Poole,Australia,Economy,5,3,2,4,2,3,4,2012,No
kenya-airways,Shep Owen,Kenya,Economy,6,3,5,3,3,3,3,2012,Yes
klm-royal-dutch-airlines,Alan Steinberg,Canada,Economy,10,4,5,5,4,4,10,2014,Yes
kenya-airways,Simon Howell,United Kingdom,Economy,1,1,3,3,1,3,3,2012,No
jetstar-airways,Peter Maloney,Australia,Economy,8,4,4,3,3,5,3,2014,Yes
jetstar-airways,Sterlson Clinton,Australia,Economy,8,3,5,4,4,5,3,2014,Yes
klm-royal-dutch-airlines,R Simon,Austria,Business Class,8,3,5,5,3,3,10,2014,Yes
klm-royal-dutch-airlines,K Carr,United Kingdom,Economy,5,3,3,3,5,3,10,2014,Yes
kenya-airways,Umer Khan,United States,Economy,1,1,3,2,1,1,3,2012,No
jetstar-airways,Easther Paul,Australia,Business Class,8,5,5,5,4,5,3,2014,Yes
klm-royal-dutch-airlines,James OBrien,United States,Premium Economy,7,3,5,4,4,4,10,2014,Yes
kenya-airways,M Saunders,United Kingdom,Economy,5,2,4,3,1,4,3,2012,No
klm-royal-dutch-airlines,Dennis Apodaca,United States,Economy,2,1,3,3,4,1,9,2014,No
kenya-airways,Karen Benson,United Kingdom,Economy,8,4,5,4,4,4,3,2012,Yes
kenya-airways,A Hampton,United Kingdom,Business Class,9,5,5,4,4,4,3,2012,Yes
klm-royal-dutch-airlines,M Idelenburg,Netherlands,Economy,10,5,5,5,4,4,9,2014,Yes
jetstar-airways,J Singh,Australia,Economy,6,3,3,1,4,3,3,2014,Yes
kenya-airways,C Harper,United Kingdom,Economy,9,4,4,0,0,5,2,2012,Yes
kenya-airways,S Kennedy,United Kingdom,Economy,1,1,3,2,1,2,2,2012,No
klm-royal-dutch-airlines,Henk Dijk,Netherlands,Economy,9,4,5,4,0,5,9,2014,Yes
klm-royal-dutch-airlines,Akram EL Dimerdash,Egypt,Economy,5,2,4,3,4,4,9,2014,Yes
jetstar-airways,H Williams,Australia,Economy,8,3,4,1,0,5,3,2014,Yes
kenya-airways,A Ferdinands,United Kingdom,Economy,2,1,1,1,1,3,2,2012,No
kenya-airways,Stephen Mendes,Mauritius,Business Class,1,3,1,3,3,2,2,2012,No
jetstar-airways,G Bassett,Australia,Economy,2,3,2,2,0,3,3,2014,No
klm-royal-dutch-airlines,R Dejan,Russian Federation,Premium Economy,6,1,3,4,3,4,9,2014,No
klm-royal-dutch-airlines,D Odom,United States,Business Class,2,4,3,3,2,1,9,2014,No
kenya-airways,J Sayer,United Kingdom,Business Class,8,5,5,4,3,4,2,2012,Yes
kenya-airways,J King'oi,Netherlands,Economy,7,5,4,5,4,4,2,2012,Yes
jetstar-airways,M Satish,India,Economy,8,3,3,1,1,5,2,2014,Yes
klm-royal-dutch-airlines,T Giles,United Kingdom,Economy,5,2,3,4,2,3,9,2014,No
kenya-airways,N Malaki,Kenya,Economy,7,4,4,3,0,3,2,2012,No
jetstar-airways,Adrian Pich,Australia,Economy,8,4,4,4,5,4,2,2014,Yes
jetstar-airways,I Sampson,Australia,Economy,4,1,4,0,1,2,2,2014,No
klm-royal-dutch-airlines,Tercon Bojan,Singapore,Economy,10,3,4,5,1,5,8,2014,Yes
kenya-airways,Dave Jones,United Kingdom,Economy,5,2,2,2,1,2,2,2012,No
klm-royal-dutch-airlines,Brouwers Bart,Netherlands,Economy,10,4,5,5,5,5,8,2014,Yes
klm-royal-dutch-airlines,R Scholten,Netherlands,Premium Economy,8,5,3,5,4,5,8,2014,Yes
klm-royal-dutch-airlines,R Scholten,Netherlands,Economy,10,5,5,4,4,5,8,2014,Yes
kenya-airways,S Green,Spain,Economy,9,4,4,3,0,5,2,2012,Yes
jetstar-airways,Seguy Christian,Japan,Economy,5,2,1,1,1,4,2,2014,Yes
klm-royal-dutch-airlines,F Baumann,Germany,Economy,10,5,5,5,4,5,8,2014,Yes
kenya-airways,J Dravidoff,South Africa,Economy,3,2,2,3,1,1,2,2012,No
jetstar-airways,Kevin Tunnicliffe,United Kingdom,Economy,5,3,4,3,0,3,2,2014,Yes
kenya-airways,E Ottieno,United Kingdom,Economy,1,2,3,1,3,2,2,2012,No
kenya-airways,T Bungard,United Kingdom,Economy,2,3,1,3,3,3,1,2012,No
jetstar-airways,C Mcgarnicle,Canada,Economy,2,3,3,1,1,3,2,2014,No
klm-royal-dutch-airlines,G Bos,United Kingdom,Business Class,5,2,4,4,3,3,8,2014,No
klm-royal-dutch-airlines,K Bowden,United Kingdom,Economy,10,5,5,5,5,5,8,2014,Yes
jetstar-airways,J Greenhorn,Australia,Economy,10,5,5,5,5,5,2,2014,Yes
klm-royal-dutch-airlines,M Peters,Netherlands,Premium Economy,7,4,4,4,1,3,8,2014,Yes
kenya-airways,C Glasheen,Australia,Economy,5,3,4,4,1,3,1,2012,No
kenya-airways,Ryan Kaloki,Rwanda,Economy,8,4,5,5,4,4,1,2012,Yes
jetstar-airways,K Piddick,Australia,Economy,8,4,3,0,0,4,1,2014,Yes
klm-royal-dutch-airlines,Haugh Michael,United Kingdom,Business Class,10,4,5,5,5,4,8,2014,Yes
kenya-airways,Gail Garbutt,United Kingdom,Economy,5,3,3,2,2,3,1,2012,No
jetstar-airways,C Stewart,Australia,Economy,8,4,4,3,3,5,1,2014,Yes
jetstar-airways,A Cilia,Australia,Economy,9,4,5,0,0,5,1,2014,Yes
klm-royal-dutch-airlines,J Young,Canada,Business Class,10,5,5,4,4,5,8,2014,Yes
kenya-airways,J Wilson,United Kingdom,Business Class,9,4,5,3,3,4,1,2012,Yes
jetstar-airways,A Tucker,Australia,Economy,1,3,1,1,1,1,1,2014,No
klm-royal-dutch-airlines,C Haran,Japan,Economy,1,3,4,3,3,3,8,2014,No
kenya-airways,J Herbert,United Kingdom,Business Class,7,4,4,4,2,4,1,2012,Yes
jetstar-airways,M Potter,Japan,Economy,2,1,1,0,0,3,1,2014,No
klm-royal-dutch-airlines,Ian Sinclair,United Kingdom,Business Class,1,2,1,3,2,1,8,2014,No
kenya-airways,L Nyamaswe,United Kingdom,Economy,3,2,3,4,1,2,1,2012,No
kenya-airways,D Roerdink,Netherlands,Economy,2,2,2,2,1,1,1,2012,No
jetstar-airways,B Le Quesne,Australia,Economy,8,4,3,0,0,4,1,2014,Yes
jetstar-airways,J Catolico,Philippines,Economy,8,4,4,4,0,4,1,2014,Yes
kenya-airways,N Asamoah,Kenya,Economy,3,2,4,3,3,3,12,2011,No
jetstar-airways,K Le Quang,New Zealand,Economy,7,4,4,3,3,4,1,2014,Yes
klm-royal-dutch-airlines,Dianne Schaeffer,Canada,Economy,10,4,5,5,5,4,8,2014,Yes
klm-royal-dutch-airlines,E Smith,Thailand,Economy,5,1,5,5,3,3,8,2014,No
kenya-airways,O Oguzhan,Turkey,Business Class,4,4,4,4,4,3,12,2011,Yes
kenya-airways,S Njorog,United States,Economy,3,2,1,2,1,1,12,2011,No
jetstar-airways,D Ryan,Australia,Economy,8,4,3,0,0,5,1,2014,Yes
klm-royal-dutch-airlines,M Baughman,United States,Business Class,9,4,5,4,4,5,7,2014,Yes
kenya-airways,J Mutembu,Australia,Economy,1,1,1,3,1,2,11,2011,No
jetstar-airways,A Sadler,Australia,Economy,8,4,5,3,4,4,1,2014,Yes
klm-royal-dutch-airlines,Charles Kennedy,United Kingdom,Business Class,6,4,2,4,2,3,7,2014,Yes
kenya-airways,W Gotora,United Kingdom,Economy,7,3,3,5,2,3,11,2011,Yes
kenya-airways,Steve Rocliffe,United Kingdom,Economy,2,1,1,1,1,1,10,2011,No
jetstar-airways,Cathy Hayes,Australia,Economy,2,3,3,1,1,1,1,2014,No
kenya-airways,E Stuart,United Kingdom,Economy,4,1,3,4,1,3,10,2011,No
jetstar-airways,Les Harvey,New Zealand,Economy,10,5,5,3,3,5,1,2014,Yes
klm-royal-dutch-airlines,Henk Dijk,Netherlands,Economy,8,4,4,4,1,4,7,2014,Yes
kenya-airways,A Daynes,United Kingdom,Economy,2,3,2,2,1,2,10,2011,No
kenya-airways,M Levy,United Kingdom,Economy,4,1,1,1,1,1,10,2011,No
jetstar-airways,R Morrison,Australia,Economy,5,3,3,0,0,2,1,2014,No
klm-royal-dutch-airlines,Curtis Doebbler,Palestinian Territories,Premium Economy,2,1,1,2,2,1,7,2014,No
kenya-airways,Peter Mair,United Kingdom,Economy,4,4,2,2,1,3,10,2011,No
jetstar-airways,P Stevens,Australia,Economy,1,3,1,1,1,1,12,2013,No
klm-royal-dutch-airlines,Kevin Tunnicliffe,United Kingdom,Economy,8,3,5,3,0,3,7,2014,Yes
klm-royal-dutch-airlines,C Howard,Hong Kong,Premium Economy,10,5,5,5,5,5,7,2014,Yes
jetstar-airways,R Fitra,Singapore,Economy,7,3,3,0,0,5,12,2013,Yes
jetstar-airways,K Le Quang,New Zealand,Economy,7,4,4,3,3,4,12,2013,Yes
klm-royal-dutch-airlines,V Roberts,Canada,Economy,9,5,5,5,4,5,7,2014,Yes
jetstar-airways,Katie Graham,Australia,Economy,1,3,1,0,2,3,12,2013,No
klm-royal-dutch-airlines,J Duran,Colombia,Economy,9,5,4,3,3,4,7,2014,Yes
klm-royal-dutch-airlines,Henk Huurnink,New Zealand,Economy,8,4,5,4,3,4,7,2014,Yes
jetstar-airways,M Thomson,Australia,Economy,10,4,5,4,0,5,11,2013,Yes
klm-royal-dutch-airlines,Dmitry Kuzin,Russian Federation,Economy,9,4,4,4,4,5,7,2014,Yes
klm-royal-dutch-airlines,I Cameron,United Kingdom,Economy,5,2,4,4,1,4,7,2014,Yes
jetstar-airways,L Ford,Australia,Economy,9,5,5,5,3,5,11,2013,Yes
klm-royal-dutch-airlines,Jerre Sumter,United States,Business Class,10,5,5,5,5,5,7,2014,Yes
jetstar-airways,Debra TarabiniEast,Australia,Economy,2,1,1,1,1,2,11,2013,No
klm-royal-dutch-airlines,David Preston,United Kingdom,Economy,9,4,5,3,4,4,7,2014,Yes
jetstar-airways,M Eggleton,Australia,Economy,7,3,4,3,3,3,11,2013,Yes
klm-royal-dutch-airlines,A Bent,United Kingdom,Economy,10,5,5,5,0,4,6,2014,Yes
klm-royal-dutch-airlines,R Wiegmann,Germany,Business Class,9,5,5,2,3,4,6,2014,Yes
jetstar-airways,P Hayes,Australia,Economy,8,4,5,0,0,5,11,2013,Yes
klm-royal-dutch-airlines,Roij Scholten,Netherlands,Economy,10,4,5,5,5,5,6,2014,Yes
klm-royal-dutch-airlines,B Pico,Ecuador,Economy,8,4,5,4,5,4,6,2014,Yes
klm-royal-dutch-airlines,J Allen,United Kingdom,Economy,10,4,5,5,4,5,5,2014,Yes
jetstar-airways,Paul Sands,Australia,Economy,1,3,1,0,0,1,10,2013,No
klm-royal-dutch-airlines,John Little,Canada,Economy,10,4,5,5,3,5,5,2014,Yes
klm-royal-dutch-airlines,F Whitehead,United Kingdom,Economy,5,3,3,4,4,3,5,2014,No
klm-royal-dutch-airlines,Dean Bramlett,United States,Premium Economy,3,3,1,0,0,3,5,2014,No
jetstar-airways,P Anda,Australia,Business Class,3,2,1,1,1,2,10,2013,No
klm-royal-dutch-airlines,Peter Boehm,Austria,Economy,6,3,5,4,5,4,5,2014,Yes
klm-royal-dutch-airlines,R Das,Norway,Economy,4,3,2,3,0,3,5,2014,No
jetstar-airways,Marc Eggleton,United Kingdom,Economy,8,3,5,4,4,4,10,2013,Yes
klm-royal-dutch-airlines,Y Martinez,United States,Economy,10,4,5,4,5,5,5,2014,Yes
jetstar-airways,J Huang,Australia,Economy,3,4,2,0,0,5,10,2013,No
jetstar-airways,Chemaine Shehadeh,Australia,Economy,2,2,1,0,0,2,10,2013,No
klm-royal-dutch-airlines,J Ray,United Kingdom,Premium Economy,9,4,5,4,4,5,5,2014,Yes
jetstar-airways,Roy Clogstoun,Australia,Economy,2,2,1,1,1,3,10,2013,No
klm-royal-dutch-airlines,P Bainbridge,United Kingdom,Premium Economy,8,4,5,4,3,4,5,2014,Yes
klm-royal-dutch-airlines,A Aweidah,Palestinian Territories,Premium Economy,8,4,4,3,1,4,5,2014,Yes
jetstar-airways,Klaus Lewandowski,Australia,Economy,4,1,4,1,2,2,9,2013,No
jetstar-airways,Roger Stockburger,Australia,Economy,7,1,5,4,0,5,9,2013,Yes
klm-royal-dutch-airlines,D Gillies,United Kingdom,Business Class,9,4,5,4,3,4,5,2014,Yes
klm-royal-dutch-airlines,Danzel Samuel,Indonesia,Economy,8,5,3,4,5,4,5,2014,Yes
jetstar-airways,C Wilson,Australia,Business Class,5,2,2,4,3,2,9,2013,No
klm-royal-dutch-airlines,Robert Craft,Canada,Business Class,7,2,5,4,4,3,5,2014,Yes
jetstar-airways,D Andrews,Japan,Economy,10,4,4,3,1,5,9,2013,Yes
klm-royal-dutch-airlines,H Dalem,Netherlands,Business Class,8,2,4,4,4,3,4,2014,Yes
klm-royal-dutch-airlines,S Tegtmeier,Germany,Economy,9,4,5,5,2,4,4,2014,Yes
jetstar-airways,P Maloney,Australia,Economy,8,3,4,4,4,5,9,2013,Yes
jetstar-airways,A Kowald,Australia,Economy,10,4,4,0,0,5,9,2013,Yes
klm-royal-dutch-airlines,Ellis Bob,United Kingdom,Economy,1,1,2,2,0,1,4,2014,No
jetstar-airways,J Round,Australia,Economy,10,4,4,3,3,5,9,2013,Yes
jetstar-airways,Sarah Yap,Australia,Economy,10,5,5,5,5,5,8,2013,Yes
jetstar-airways,M Keith,Australia,Economy,1,2,2,0,0,1,8,2013,No
klm-royal-dutch-airlines,H Tianadi,Singapore,Economy,4,2,3,3,2,3,4,2014,No
klm-royal-dutch-airlines,O Janssen,Netherlands,Economy,9,4,5,5,5,5,4,2014,Yes
jetstar-airways,A Huggett,Australia,Economy,9,4,4,0,0,5,8,2013,Yes
klm-royal-dutch-airlines,O Janssen,Netherlands,Business Class,10,5,5,5,5,5,4,2014,Yes
jetstar-airways,Donald McKelvie,Australia,Economy,9,4,4,0,0,4,8,2013,Yes
klm-royal-dutch-airlines,H Dalem,Netherlands,Business Class,6,2,3,4,4,3,4,2014,Yes
jetstar-airways,M Howe,Australia,Economy,3,2,5,2,1,4,8,2013,No
jetstar-airways,S Hanson,Australia,Economy,2,1,3,1,1,2,8,2013,No
klm-royal-dutch-airlines,Buck LaFontaine,United States,Economy,5,2,4,4,3,3,4,2014,No
klm-royal-dutch-airlines,Jeremy Chesney,United States,Economy,9,3,5,5,4,4,4,2014,Yes
jetstar-airways,P Gerner,Australia,Economy,5,3,4,2,4,3,7,2013,No
klm-royal-dutch-airlines,L Roestad,Norway,Economy,10,4,5,5,4,5,4,2014,Yes
jetstar-airways,B van Zaanen,Australia,Economy,9,4,5,4,3,5,7,2013,Yes
jetstar-airways,Nicolas Leikvold,Australia,Economy,7,4,4,4,0,5,7,2013,Yes
klm-royal-dutch-airlines,Kral Martin,Slovakia,Economy,1,4,1,4,4,5,4,2014,No
klm-royal-dutch-airlines,Alexander Mokretsov,Russian Federation,Economy,8,4,5,4,0,4,4,2014,Yes
klm-royal-dutch-airlines,Hendrik Oberbeckmann,Germany,Economy,8,4,5,5,3,5,3,2014,Yes
jetstar-airways,M Jenkins,Australia,Economy,5,3,2,0,0,3,6,2013,No
klm-royal-dutch-airlines,D Marriott,United Kingdom,Economy,9,4,4,4,4,4,3,2014,Yes
jetstar-airways,K Joseph,Australia,Economy,6,3,3,3,0,4,6,2013,Yes
jetstar-airways,J Curtis,Australia,Economy,6,3,4,0,0,3,6,2013,No
klm-royal-dutch-airlines,F Benmergui,Canada,Economy,8,3,5,4,3,4,3,2014,Yes
klm-royal-dutch-airlines,Kuhan Kandiah,Malaysia,Economy,10,4,5,5,4,5,3,2014,Yes
klm-royal-dutch-airlines,J Kell,United Kingdom,Economy,10,5,5,5,5,5,3,2014,Yes
klm-royal-dutch-airlines,Jesperi Lauhio,Finland,Economy,8,3,5,4,4,4,3,2014,Yes
jetstar-airways,Graham Lockwood,Thailand,Business Class,8,3,4,4,4,4,6,2013,Yes
klm-royal-dutch-airlines,Wodkiewicz Piotr,Germany,Economy,8,4,5,4,3,4,3,2014,Yes
jetstar-airways,Rod McGuire,Australia,Economy,9,3,4,0,0,5,5,2013,Yes
klm-royal-dutch-airlines,P Aidan,United States,Premium Economy,8,5,5,4,3,4,3,2014,Yes
klm-royal-dutch-airlines,Pierre-Jean Trebuchet,United Arab Emirates,Premium Economy,2,1,1,1,3,2,3,2014,No
klm-royal-dutch-airlines,B Millet,France,Economy,5,1,4,3,0,4,3,2014,No
jetstar-airways,J Menlove,Australia,Economy,7,4,3,0,0,5,5,2013,Yes
jetstar-airways,Adam Ferguson,Australia,Economy,10,4,5,4,3,5,5,2013,Yes
klm-royal-dutch-airlines,Ardhi Hidayat,Malaysia,Economy,5,3,3,2,4,3,3,2014,Yes
jetstar-airways,Annie Piert,Australia,Economy,1,4,1,0,1,2,5,2013,No
klm-royal-dutch-airlines,B Ricketts,Netherlands,Premium Economy,3,4,1,4,0,2,3,2014,No
jetstar-airways,Martin McLean,Australia,Economy,1,0,1,0,0,1,5,2013,No
klm-royal-dutch-airlines,T Ayakam,United Kingdom,Premium Economy,1,3,2,2,3,2,3,2014,No
klm-royal-dutch-airlines,Henk Dijk,Netherlands,Economy,7,3,4,3,0,4,3,2014,Yes
jetstar-airways,R Koster,Australia,Economy,9,4,4,0,3,4,5,2013,Yes
klm-royal-dutch-airlines,Walsh Judy,Canada,Economy,10,4,5,5,4,5,2,2014,Yes
jetstar-airways,P Gerner,Australia,Economy,8,3,4,0,0,4,4,2013,Yes
jetstar-airways,Jason King,Australia,Economy,3,3,1,2,1,2,4,2013,No
klm-royal-dutch-airlines,A Tungsiri,Sweden,Business Class,3,3,2,2,0,2,2,2014,No
jetstar-airways,S Wilson,Australia,Economy,5,3,4,3,3,4,4,2013,Yes
jetstar-airways,S Loft,Australia,Business Class,7,3,5,4,4,5,4,2013,Yes
klm-royal-dutch-airlines,N Gundersen,Denmark,Economy,6,2,4,3,3,4,2,2014,Yes
klm-royal-dutch-airlines,Pym Mark,Canada,Economy,9,3,5,4,2,5,2,2014,Yes
jetstar-airways,Siobhan O'Donnell,New Zealand,Economy,2,3,3,1,0,0,4,2013,No
jetstar-airways,M Risoli,Brazil,Economy,9,2,5,0,0,4,4,2013,Yes
klm-royal-dutch-airlines,K Memmert,Sweden,Business Class,10,4,5,5,4,4,2,2014,Yes
klm-royal-dutch-airlines,Simons Calvin,Netherlands,Economy,10,3,5,5,4,4,2,2014,Yes
jetstar-airways,Tara Morris,Australia,Economy,6,3,3,2,3,5,4,2013,Yes
jetstar-airways,N Deighton,Australia,Economy,1,1,1,3,1,1,4,2013,No
klm-royal-dutch-airlines,Mark Simons,United Kingdom,Economy,9,4,4,4,0,3,2,2014,Yes
klm-royal-dutch-airlines,D Keenan-Bokr,Germany,Business Class,10,3,5,4,5,5,1,2014,Yes
jetstar-airways,Michael Little,Australia,Economy,7,4,3,0,0,4,4,2013,Yes
klm-royal-dutch-airlines,Rudy Subarjo,Indonesia,Economy,6,4,3,1,4,4,1,2014,No
jetstar-airways,William Gordon,Japan,Economy,3,4,1,0,0,3,4,2013,No
klm-royal-dutch-airlines,Zack Alexander,United States,Economy,10,5,5,5,5,5,1,2014,Yes
jetstar-airways,Craig Willis,Australia,Economy,8,3,4,0,0,4,4,2013,Yes
klm-royal-dutch-airlines,D Koppers,Netherlands,Business Class,10,5,5,4,5,5,1,2014,Yes
jetstar-airways,Michael Little,Australia,Economy,7,3,4,0,0,5,3,2013,Yes
klm-royal-dutch-airlines,Ronald Petru,Germany,Economy,10,4,5,4,3,5,1,2014,Yes
klm-royal-dutch-airlines,Ronald Petru,Germany,Economy,9,4,5,5,4,5,1,2014,Yes
klm-royal-dutch-airlines,J Binde,Norway,Business Class,10,5,5,4,4,5,1,2014,Yes
klm-royal-dutch-airlines,Jurgen Berkeley,Singapore,Economy,5,2,4,3,4,3,1,2014,Yes
